,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
399,蓝鸽集团有限公司,蓝鸽集团,500-2000人,不需要融资,南湖区,算法工程师,在校/应届,硕士,12k-18k,待遇好，职位晋升空间大,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"专项奖金,加班费,两房一厅公寓,博士后工作站",人工智能,嘉兴
400,深圳市普渡科技有限公司,普渡科技,500-2000人,B轮,南山区,机器人调度算法工程师,1-3年,本科,20k-40k,"股票期权,弹性上班,节日福利,高额奖金",智能硬件,开发|测试|运维类,"机器人,大牛多,股票期权",人工智能,深圳
401,深圳市普渡科技有限公司,普渡科技,500-2000人,B轮,南山区,规划调度算法工程师,3-5年,本科,25k-50k,"AI机器人,公司大牛多,弹性工作",智能硬件,开发|测试|运维类,"机器人,大牛多,股票期权",人工智能,深圳
402,飞友科技有限公司,飞常准,500-2000人,不需要融资,蜀山区,算法工程师,3-5年,硕士,12k-24k,"六险一金,周末双休,年终奖金,咖啡水果",工具类产品,开发|测试|运维类,"节日礼物,年度旅游,管理规范,五险一金",人工智能,合肥
403,成都大农科技有限公司,大农科技,150-500人,未融资,高新区,算法工程师,1-3年,本科,15k-30k,公司平台 晋升空间,物联网,开发|测试|运维类,,人工智能,成都
404,北京新氧科技有限公司,北京新氧科技有限公司,500-2000人,上市公司,朝阳区,算法工程师,3-5年,本科,18k-35k,六险一金 绩效奖金 餐饮补贴 晋升空间,"在线医疗,内容社区",开发|测试|运维类,"年终分红,绩效奖金,股票期权,专项奖金",人工智能,北京
405,武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,上市公司,海珠区,推荐系统算法工程师 (MJ000551),不限,本科,15k-30k,海外直播业务,MCN｜直播平台,开发|测试|运维类,"技能培训,绩效奖金,年度旅游,管理规范",后端开发,广州
406,杭州商情智能有限公司,商情智能,50-150人,A轮,滨江区,算法工程师,3-5年,本科,20k-35k,五险一金不定期团建、包餐双休不打卡,"数据服务｜咨询,人工智能服务,软件服务｜咨询",开发|测试|运维类,"股票期权,绩效奖金,午餐补助,通讯津贴",人工智能,杭州
407,上海及未科技有限公司,及未科技,150-500人,不需要融资,福田区,算法工程师,3-5年,硕士,20k-40k,朝九晚六，周末双休，精英团队，无限成长！,消费生活,开发|测试|运维类,"股票期权,五险一金,带薪年假,午餐补助",人工智能,深圳
408,上海及未科技有限公司,及未科技,150-500人,不需要融资,福田区,算法工程师,1-3年,硕士,14k-28k,朝九晚六，周末双休，精英团队，无限成长,消费生活,开发|测试|运维类,"股票期权,五险一金,带薪年假,午餐补助",人工智能,深圳
409,深圳市虚拟现实技术有限公司,深圳市虚拟现实技术有限公司,50-150人,C轮,南山区,算法工程师,3-5年,本科,15k-25k,五险一金,智能硬件,开发|测试|运维类,"带薪年假,五险一金,节假日福利",人工智能,深圳
410,阿斯麦（上海）光刻设备科技有限公司,ASML-Brion,150-500人,上市公司,南山区,算法工程师,不限,硕士,25k-35k,"出国机会,培训体制,工作氛围好，****",人工智能服务,开发|测试|运维类,"年底双薪,带薪年假,午餐补助,定期体检",人工智能,深圳
411,深圳市明源云客电子商务有限公司,明源云客,500-2000人,上市公司,南山区,推荐算法工程师,5-10年,本科,25k-40k,上市公司 行业龙头 带团队 简单开放,"电商平台,工具类产品,软件服务｜咨询",开发|测试|运维类,"行业龙头,SaaS,股票期权,年底双薪",后端开发,深圳
412,新疆爱华盈通信息技术有限公司,爱华盈通,50-150人,天使轮,南山区,算法工程师,不限,本科,12k-24k,年底双薪，年终分红，优秀员工股票奖励,移动互联网,开发|测试|运维类,"年底双薪,带薪年假,定期体检,节日礼物",人工智能,深圳
413,杭州派迩信息技术有限公司,派迩,50-150人,A轮,余杭区,优化算法工程师,1-3年,硕士,17k-33k,航空IT企业,"移动互联网,数据服务",开发|测试|运维类,"定期体检,节日礼物,技能培训,扁平管理",后端开发,杭州
414,北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,通州区,算法工程师,3-5年,硕士,25k-40k,六险一金/免费班车/餐补/氛围nice/大牛云集,电商平台,开发|测试|运维类,"五险一金,带薪年假,免费班车,定期体检",人工智能,北京
415,同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,算法工程师,1-3年,硕士,10k-20k,五险二金、年假、免费早午餐、住宿,"信息检索,工具类产品,内容社区",开发|测试|运维类,"美女多多,带薪年假,绩效奖金,岗位晋升",人工智能,北京
416,深圳市智意科技有限公司,智意科技,500-2000人,未融资,龙岗区,激光slam算法工程师,1-3年,硕士,20k-40k,年终奖、带薪年假、旅游或户外拓展培训,智能硬件,开发|测试|运维类,,人工智能,深圳
417,深圳市智意科技有限公司,智意科技,500-2000人,未融资,龙岗区,slam算法工程师,3-5年,本科,13k-25k,年终奖、带薪年假、旅游或户外拓展培训,智能硬件,开发|测试|运维类,,人工智能,深圳
418,杭州远方光电信息股份有限公司,远方光电,500-2000人,上市公司,滨江区,算法工程师,1-3年,硕士,15k-30k,五险一金；餐补；团队氛围,其他,开发|测试|运维类,,人工智能,杭州
419,上海外教社信息技术有限公司,上海外教社信息技术公司,15-50人,不需要融资,虹口区,算法工程师,1-3年,本科,25k-40k,国企，稳定，双休，绩效奖金，少加班,"IT技术服务｜咨询,文化传媒",开发|测试|运维类,"年底双薪,带薪年假,交通补助,午餐补助",人工智能,上海
420,上海卫莎网络科技有限公司,Versa,50-150人,B轮,徐汇区,算法工程师,1-3年,本科,20k-40k,"AI,扁平化,弹性工作制,交通方便",工具类产品,开发|测试|运维类,"年底双薪,股票期权,帅哥多,扁平管理",人工智能,上海
421,来未来科技（浙江）有限公司,来未来,150-500人,天使轮,余杭区,算法工程师,3-5年,硕士,20k-40k,聚一群有情义的人做成有意义的事。,"数据服务｜咨询,在线医疗",开发|测试|运维类,,人工智能,杭州
422,中国联合网络通信有限公司智网创新中心,联通智网创新中心,150-500人,不需要融资,建邺区,算法工程师,3-5年,本科,16k-30k,国企,IT技术服务｜咨询,开发|测试|运维类,,人工智能,南京
423,中国联合网络通信有限公司智网创新中心,联通智网创新中心,150-500人,不需要融资,海淀区,算法工程师,3-5年,本科,30k-50k,国企,IT技术服务｜咨询,开发|测试|运维类,,人工智能,北京
424,陆泽科技有限公司,陆泽科技,150-500人,未融资,沙河口区,算法工程师,3-5年,本科,15k-18k,薪资福利/团队氛围/定期培训/晋升通道,电商平台,开发|测试|运维类,"年底双薪,带薪年假,定期体检,节日礼物",人工智能,大连
425,北京必胜互娱网络科技有限公司,北京必胜互娱网络科技有限公司,2000人以上,不需要融资,朝阳区,高级算法工程师,5-10年,本科,35k-55k,发展空间大，项目奖金,MCN｜直播平台,开发|测试|运维类,"年底双薪,定期体检,带薪年假,绩效奖金",人工智能,北京
426,妙智科技（深圳）有限公司,妙智科技（深圳）,50-150人,B轮,福田区,算法工程师,3-5年,本科,13k-25k,VR医疗,医疗丨健康,开发|测试|运维类,"年底双薪,股票期权,带薪年假,绩效奖金",人工智能,深圳
427,上海兆言网络科技有限公司,声网Agora.io,500-2000人,上市公司,杨浦区,深度学习算法工程师,3-5年,硕士,20k-40k,上市公司,软件服务｜咨询,开发|测试|运维类,"扁平管理,美女多,年度旅游,领导好",人工智能,上海
428,浙江豪猪网络技术有限公司,豪猪,50-150人,不需要融资,余杭区,算法工程师,3-5年,本科,15k-30k,国际化、大平台,旅游｜出行,开发|测试|运维类,"带薪年假,午餐补助,定期体检,通讯津贴",人工智能,杭州
