,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
0,上海媒智科技有限公司,媒智科技,15-50人,A轮,徐汇区,深度学习算法工程师,1-3年,硕士,20k-40k,年底双薪 股票期权 带薪年假 周末双休,人工智能服务,开发|测试|运维类,,人工智能,上海
1,上海西井信息科技有限公司,westwell西井科技,150-500人,C轮,长宁区,深度学习算法工程师,1-3年,本科,15k-25k,"氛围环境好,六险一金,一线福利,团队有爱",人工智能服务,开发|测试|运维类,"技能培训,股票期权,带薪年假,绩效奖金",人工智能,上海
2,海深智能科技（上海）有限公司,海深科技,15-50人,B轮,浦东新区,深度学习算法工程师,1-3年,本科,30k-50k,年底多薪 发展空间大 福利好 待遇优厚,人工智能服务,开发|测试|运维类,"年底双薪,绩效奖金,定期体检,年度旅游",人工智能,上海
3,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,AI算法优化工程师,3-5年,本科,20k-25k,"氛围好,定期团建,工作环境好","物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",人工智能,杭州
4,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,AI算法工程师,5-10年,本科,25k-40k,"行业前景好,精英团队,技术一流","物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",人工智能,杭州
5,海南星图速云科技有限公司,星图速云,15-50人,天使轮,高新区,图像深度学习算法工程师,1-3年,本科,18k-25k,一线产品 扁平管理 福利好,"人工智能服务,工具类产品,软件服务｜咨询",开发|测试|运维类,,人工智能,成都
6,上海谱时昊唯数据科技有限公司,谱时昊唯数据,少于15人,天使轮,海淀区,AI 算法工程师,不限,硕士,25k-50k,待遇丰厚，前沿技术，发展空间大，领导nice，,人工智能,开发|测试|运维类,,人工智能,北京
7,上海谱时昊唯数据科技有限公司,谱时昊唯数据,少于15人,天使轮,武侯区,ai算法工程师,不限,硕士,20k-40k,前沿技术，发展空间大，领导nice，待遇丰厚,人工智能,开发|测试|运维类,,人工智能,成都
8,成都远望探测技术有限公司,远望探测,50-150人,天使轮,双流县,算法工程师,1-3年,本科,8k-15k,办公环境好 福利待遇好,"软件服务｜咨询,网络通信",开发|测试|运维类,,人工智能,成都
9,成都数聚城堡科技有限公司,DataCastle,15-50人,天使轮,高新区,算法工程师,3-5年,本科,10k-20k,下午茶、扁平管理、年假、旅行,在线教育,开发|测试|运维类,"年底双薪,股票期权,带薪年假,午餐补助",人工智能,成都
10,上海媒智科技有限公司,媒智科技,15-50人,A轮,徐汇区,深度学习算法工程师（计算机视觉方向）,在校/应届,硕士,20k-40k,年底双薪 节日福利 期权 带薪年假 周末双休,人工智能服务,开发|测试|运维类,,人工智能,上海
11,北京数字政通科技股份有限公司武汉分公司,武汉政通,500-2000人,上市公司,东湖新技术开发区,算法工程师,1-3年,本科,18k-21k,六险一金，高公积金，AI最前沿技术，大牛多,"人工智能服务,物联网",开发|测试|运维类,"技能培训,年底双薪,节日礼物,休假灵活",人工智能,武汉
12,北京灵动音科技有限公司,灵动音,15-50人,A轮,海淀区,AI算法工程师,不限,本科,15k-30k,五险一金，年假，饭补，年终奖，下午茶，节日福利,其他,开发|测试|运维类,"绩效奖金,定期体检,午餐补助,带薪年假",人工智能,北京
13,北京寄云鼎城科技有限公司,寄云科技,50-150人,B轮,海淀区,算法工程师,3-5年,硕士,20k-40k,扁平管理、五险一金、带薪年假、股票期权,"数据服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"绩效奖金,弹性工作,年度旅游,岗位晋升",人工智能,北京
14,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,AI算法（深度学习方向）,1-3年,本科,15k-30k,通勤班车；员工食堂；福利待遇好,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",人工智能,北京
15,成都奇鲁科技有限公司,鲁大师,150-500人,上市公司,高新区,算法工程师,3-5年,本科,15k-30k,"六险一金,周末双休,福利齐全",工具类产品,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,五险一金",人工智能,成都
16,海深智能科技（上海）有限公司,海深科技,15-50人,B轮,浦东新区,深度学习算法工程师leader,3-5年,硕士,40k-70k,年终多薪 项目奖金 期权鼓励 团队优秀,人工智能服务,开发|测试|运维类,"年底双薪,绩效奖金,定期体检,年度旅游",人工智能,上海
17,郑州航空大都市研究院有限公司,航空大都市研究院,15-50人,不需要融资,航空港区,算法工程师,5-10年,本科,10k-15k,办公环境佳，晋升体系完善，团队氛围向上。,数据服务｜咨询,开发|测试|运维类,,后端开发,郑州
18,杭州智团信息技术有限公司,杭州智团,50-150人,不需要融资,滨江区,深度学习算法工程师,1-3年,本科,20k-40k,"智慧医疗,深度学习,医疗图像",在线医疗,开发|测试|运维类,"午餐补助,带薪年假,节日礼物,五险一金",企业软件,杭州
19,北京码上赢网络科技有限公司,马上赢,50-150人,A轮,朝阳区,算法工程师,3-5年,本科,20k-40k,阿里大牛、带薪年假、五险一金,数据服务｜咨询,开发|测试|运维类,"弹性工作,五险一金,阿里系,牛人多",人工智能,北京
20,北京明翰建筑设计有限公司,明翰,150-500人,不需要融资,朝阳区,算法工程师,1-3年,本科,25k-50k,团队氛围好,电商平台,开发|测试|运维类,,人工智能,北京
21,上海漫微信息技术有限公司,漫微科技,500-2000人,B轮,徐汇区,算法工程师,3-5年,本科,20k-40k,海底捞背景 研发团队超300人 大牛众多,软件服务｜咨询,开发|测试|运维类,"年底双薪,带薪年假,专项奖金,绩效奖金",人工智能,上海
22,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,南山区,机器学习算法工程师-游戏AI,3-5年,硕士,30k-60k,"六险一金,晋升空间大,用户过亿","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",数据开发,深圳
23,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,南山区,强化学习算法工程师-游戏AI,3-5年,硕士,30k-60k,"六险一金,晋升空间大,用户过亿","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",数据开发,深圳
24,汇智机器人科技（深圳）有限公司,汇智机器人,15-50人,天使轮,南山区,算法工程师,3-5年,本科,15k-28k,无人驾驶，智能机器人,"智能硬件,软件服务｜咨询,人工智能服务",开发|测试|运维类,"午餐补助,带薪年假,技术大牛",人工智能,深圳
25,天火睿思智能科技（深圳）有限公司,RaceFit,15-50人,A轮,南山区,算法工程师,不限,本科,15k-22k,"初创企业,五险一金,年终奖","数据服务,硬件",开发|测试|运维类,"初创企业,年终分红,五险一金,岗位晋升",数据开发,深圳
26,杭州智团信息技术有限公司,杭州智团,50-150人,不需要融资,滨江区,深度学习算法工程师,在校/应届,硕士,15k-30k,团建、节日福利、餐补、五险一金、年终奖,在线医疗,开发|测试|运维类,"午餐补助,带薪年假,节日礼物,五险一金",人工智能,杭州
27,普强信息技术（北京）有限公司,普强信息,150-500人,D轮及以上,海淀区,NLP算法工程师,1-3年,硕士,15k-25k,AI行业 发展空间大,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"节日礼物,股票期权,带薪年假,岗位晋升",人工智能,北京
28,普强信息技术（北京）有限公司,普强信息,150-500人,D轮及以上,海淀区,高级语音识别算法工程师,1-3年,硕士,20k-30k,AI行业 发展空间大,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"节日礼物,股票期权,带薪年假,岗位晋升",人工智能,北京
29,上海莉莉丝科技股份有限公司,莉莉丝游戏,500-2000人,不需要融资,闵行区,算法工程师（P）,3-5年,本科,20k-40k,精品项目、大牛云集、零食饮料、环境好,游戏,开发|测试|运维类,"项目奖金,零食无限量,牛逼的同事,境外旅游",后端开发,上海
30,行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,黄浦区,增长算法工程师,不限,本科,30k-60k,年底双薪、绩效奖金、租房补贴、带薪年假,"电商平台,内容社区",开发|测试|运维类,"年度旅游,节日礼物,专项奖金,带薪年假",人工智能,上海
31,深圳虾皮信息科技有限公司,Shopee,500-2000人,上市公司,南山区,TOC业务群O2O算法研发工程师,3-5年,本科,30k-50k,六险一金；弹性制度；年假多多,电商平台,开发|测试|运维类,"外企氛围,蓝海市场,大牛多多,15天年假",后端开发,深圳
32,深圳虾皮信息科技有限公司,Shopee,500-2000人,上市公司,南山区,TOC业务群O2O算法架构师/开发工程师,5-10年,本科,30k-50k,六险一金；弹性制度；年假多多,电商平台,开发|测试|运维类,"外企氛围,蓝海市场,大牛多多,15天年假",后端开发,深圳
33,秒针信息技术有限公司,明略科技集团,2000人以上,D轮及以上,,NLP算法工程师/NLP算法专家(J12472),3-5年,硕士,26k-50k,大牛多，学习型组织,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"六险一金,年底双薪,绩效奖金,完成E轮融资",人工智能,北京
34,成都中亚通茂科技股份有限公司,中亚通茂,150-500人,上市公司,武侯区,通信AI算法工程师,3-5年,硕士,25k-40k,五险一金，年底双薪、股票期权,网络通信,开发|测试|运维类,,数据开发,成都
35,北京飞鸿云际科技有限公司,飞鸿云际,50-150人,未融资,海淀区,深度学习算法工程师,3-5年,硕士,15k-25k,补充医疗 五险一金,IT技术服务｜咨询,开发|测试|运维类,,人工智能,北京
36,雪球（北京）技术开发有限公司,雪球,150-500人,D轮及以上,朝阳区,高级推荐算法工程师,不限,本科,35k-50k,财经知名公司，福利好，氛围好,内容资讯,开发|测试|运维类,"股票期权,带薪年假,年度旅游,定期体检",人工智能,北京
37,深圳极视角科技有限公司,极视角,150-500人,C轮,南山区,ai算法工程师,1-3年,硕士,25k-40k,"近地铁,公司氛围好,人工智能,颜值高","人工智能服务,IT技术服务｜咨询",开发|测试|运维类,"技能培训,股票期权,扁平管理,创造性",人工智能,深圳
38,北京智米科技有限公司,北京智米科技,50-150人,B轮,海淀区,算法工程师（小米生态链）,1-3年,硕士,20k-40k,独角兽公司，发展空间大,智能硬件,开发|测试|运维类,"午餐补助,定期体检,股票期权,弹性工作",人工智能,北京
39,北京中科智加科技有限公司,中科智加,50-150人,不需要融资,海淀区,NLP算法工程师,1-3年,硕士,16k-32k,接触前沿的算法技术,"人工智能服务,数据服务｜咨询",开发|测试|运维类,,人工智能,北京
40,北京中科智加科技有限公司,中科智加,50-150人,不需要融资,海淀区,语音识别算法工程师,1-3年,硕士,18k-35k,深入接触业界最前沿人工智能核心技术,"人工智能服务,数据服务｜咨询",开发|测试|运维类,,人工智能,北京
41,北京寄云鼎城科技有限公司,寄云科技,50-150人,B轮,海淀区,大数据算法工程师,3-5年,硕士,20k-40k,扁平管理、五险一金、带薪年假、股票期权,"数据服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"绩效奖金,弹性工作,年度旅游,岗位晋升",人工智能,北京
42,中科弘云科技（北京）有限公司,中科弘云,15-50人,A轮,江宁区,深度学习算法工程师,在校/应届,硕士,10k-15k,股权激励,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,"股票期权,绩效奖金,年度旅游,五险一金",人工智能,南京
43,沃飞长空科技（成都）有限公司,沃飞长空,150-500人,不需要融资,高新区,沃飞长空-技术研发中心-飞行控制算法工程师-成都,3-5年,本科,10k-20k,六险一金、弹性工作、奖金丰厚、定期体检,"软件服务｜咨询,数据服务｜咨询,物联网",开发|测试|运维类,"绩效奖金,交通补助,定期体检,通讯津贴",人工智能,成都
44,沃飞长空科技（成都）有限公司,沃飞长空,150-500人,不需要融资,高新区,沃飞长空-行业解决方案及产品平台-图像算法工程师-成都,3-5年,本科,10k-20k,六险一金、弹性工作、奖金丰厚、定期体检,"软件服务｜咨询,数据服务｜咨询,物联网",开发|测试|运维类,"绩效奖金,交通补助,定期体检,通讯津贴",人工智能,成都
45,成都延华西部健康医疗信息产业研究院有限公司,延华医疗研究院,150-500人,上市公司,温江区,算法工程师（语音识别）,1-3年,硕士,15k-30k,工作环境好 团队氛围融洽,"IT技术服务｜咨询,数据服务｜咨询",开发|测试|运维类,"股票期权,绩效奖金,带薪年假,交通补助",人工智能,成都
46,深圳海智创科技有限公司,中海科技,50-150人,不需要融资,南山区,AI资深算法工程师（图形图像处理）,5-10年,本科,30k-50k,世界500强、地产科技、健全薪酬福利体系,软件服务｜咨询,开发|测试|运维类,"定期体检,五险二金,午餐补助,带薪年假",人工智能,深圳
47,广州深声科技有限公司,深声科技,50-150人,天使轮,天河区,深度学习算法工程师,不限,本科,15k-30k,周末双休 五险一金 带薪病假 带薪年假,人工智能服务,开发|测试|运维类,"带薪年假,年底双薪,扁平管理,五险一金",人工智能,广州
48,中国电子科技南湖研究院,南湖院,150-500人,不需要融资,南山区,深度学习算法工程师,在校/应届,硕士,20k-40k,新型研究院，事业单位，知名央企，人才房票,"人工智能服务,物联网,制造业",开发|测试|运维类,"领导好,管理规范,技能培训",人工智能,深圳
49,中国电子科技南湖研究院,南湖院,150-500人,不需要融资,天河区,深度学习算法工程师,在校/应届,硕士,20k-40k,新型研究院，事业单位，知名央企，人才房票,"人工智能服务,物联网,制造业",开发|测试|运维类,"领导好,管理规范,技能培训",人工智能,广州
50,上海影创信息科技有限公司,影创科技,150-500人,B轮,海淀区,深度学习算法工程师,5-10年,硕士,40k-80k,发展空间大,"人工智能服务,智能硬件",开发|测试|运维类,"专项奖金,交通补助,带薪年假,定期体检",人工智能,北京
51,深圳市深视创新科技有限公司,深视创新,15-50人,A轮,南山区,深度学习算法工程师,3-5年,硕士,20k-35k,核心团队,人工智能,开发|测试|运维类,,人工智能,深圳
52,威讯柏睿数据科技（北京）有限公司,柏睿数据,50-150人,C轮,朝阳区,深度学习工程师,1-3年,硕士,10k-20k,五险一金 绩效奖金 节日福利 通讯补助,数据服务｜咨询,开发|测试|运维类,"股票期权,专项奖金,带薪年假,弹性工作",人工智能,北京
53,四川长虹电器股份有限公司,四川长虹电器股份有限公司,2000人以上,上市公司,涪城区,计算机视觉算法工程师,1-3年,硕士,15k-20k,发展前景好，实力强,制造业,开发|测试|运维类,"绩效奖金,管理规范,定期体检,五险一金",人工智能,绵阳
54,维沃移动通信有限公司,vivo,2000人以上,不需要融资,宝安区,算法工程师,3-5年,本科,35k-65k,高激励 扁平化 福利好,智能硬件,开发|测试|运维类,"年终分红,带薪年假,年度旅游,岗位晋升",人工智能,深圳
55,上海陆家嘴国际金融资产交易市场股份有限公司,陆金所,2000人以上,上市公司,黄浦区,25215M-AI算法工程师,3-5年,本科,13k-26k,"五险一金,带薪年假,节日福利,定期体检",科技金融,开发|测试|运维类,"年底双薪,专项奖金,股票期权,绩效奖金",人工智能,上海
56,浙江智贝信息科技有限公司,智贝科技,15-50人,天使轮,滨江区,信息安全及密码算法实习工程师,在校/应届,硕士,7k-12k,市场前景好，企业快速成长期，股票期权,信息安全,开发|测试|运维类,,后端开发,杭州
57,北京数美时代科技有限公司,数美,150-500人,C轮,朝阳区,算法工程师,3-5年,本科,30k-60k,风控独角兽、飞速发展、待遇给力,软件服务｜咨询,开发|测试|运维类,"年底双薪,大数据,带薪年假,通讯津贴",人工智能,北京
58,行云智能（深圳）技术有限公司,行云智能,15-50人,天使轮,南山区,算法工程师,1-3年,本科,20k-40k,"年终奖,人工智能,周末双休,发展空间大","移动互联网,硬件",开发|测试|运维类,"年终分红,绩效奖金,专项奖金,带薪年假",人工智能,深圳
59,北京云保网络科技有限公司,椰子传媒,50-150人,不需要融资,朝阳区,算法工程师,3-5年,硕士,40k-70k,移动互联网广告行业，拥有TB级数据,营销服务｜咨询,开发|测试|运维类,"年底双薪,定期体检,公司氛围好",人工智能,北京
60,北京航天盛铠科技有限公司,盛铠科技,50-150人,不需要融资,海淀区,导航算法工程师,1-3年,本科,15k-25k,五险一金、餐补交补、北京工作居住,其他,生产|加工|制造,"绩效奖金,午餐补助,带薪年假,股票期权",电子|电器|半导体|仪器仪表,北京
61,深圳云天励飞技术股份有限公司,云天励飞,500-2000人,B轮,南山区,算法工程师,5-10年,博士,35k-70k,大牛云集,"智能硬件,人工智能服务,物联网",开发|测试|运维类,"节日礼物,带薪年假,年度旅游,开放务实",人工智能,深圳
62,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,余杭区,AI 音频算法工程师/专家-视频会议,不限,本科,25k-50k,"六险一金,弹性工作,免费三餐,租房补贴","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",后端开发,杭州
63,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,闵行区,AI 音频算法工程师/专家,不限,本科,25k-50k,"六险一金,弹性工作,免费三餐,租房补贴","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",后端开发,上海
64,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,GNSS算法工程师,3-5年,不限,15k-30k,年度体检、扁平化管理,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",人工智能,杭州
65,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,算法工程师（嵌入式应用）,3-5年,不限,15k-30k,年度体检、扁平化管理,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",人工智能,杭州
66,万翼科技有限公司,万科,2000人以上,上市公司,南山区,AI资深算法工程师（图形图像处理）,3-5年,硕士,18k-30k,世界五百强，大平台，团队氛围好,房地产｜建筑｜物业,开发|测试|运维类,"绩效奖金,岗位晋升,管理规范,通讯津贴",人工智能,深圳
67,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,nlp算法工程师,5-10年,本科,20k-40k,年终奖丰厚 ，场景多，大项目多，个人成长快,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",人工智能,北京
68,互动峰科技（北京）有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,算法工程师,不限,本科,20k-40k,90后年轻团队、扁平化管理,在线医疗,开发|测试|运维类,"五险一金,带薪年假,专项奖金,免费班车",人工智能,北京
69,北京灵动音科技有限公司,灵动音,15-50人,A轮,海淀区,音频算法工程师,不限,本科,15k-30k,五险一金，年假，饭补，年终奖，下午茶，节日福利,其他,开发|测试|运维类,"绩效奖金,定期体检,午餐补助,带薪年假",后端开发,北京
70,上海西井信息科技有限公司,westwell西井科技,150-500人,C轮,长宁区,机器学习算法工程师,不限,硕士,13k-23k,提供一线互联网公司薪水福利,人工智能服务,开发|测试|运维类,"技能培训,股票期权,带薪年假,绩效奖金",后端开发,上海
71,深圳市丰巢科技有限公司,深圳市丰巢科技有限公司,2000人以上,B轮,东湖新技术开发区,深度学习算法工程师,3-5年,本科,15k-30k,年终丰厚 扁平化管理,"物联网,物流平台,电商平台",开发|测试|运维类,"五险一金,通讯津贴,交通补助,带薪年假",人工智能,武汉
72,深圳道道网络科技有限公司,道道,50-150人,C轮,南山区,算法工程师,3-5年,硕士,15k-30k,AI风口行业 晋升机会大 团队大牛多,在线教育,开发|测试|运维类,"平等的氛围,年底双薪,带薪年假,定期体检",人工智能,深圳
73,上海江煦信息科技有限公司,上海江煦信息科技,15-50人,不需要融资,徐汇区,python算法工程师,不限,本科,8k-15k,俊男美女，弹性工作，福利多多,软件服务｜咨询,开发|测试|运维类,,后端开发,上海
74,深圳平安综合金融服务有限公司,平安金服,2000人以上,上市公司,罗湖区,算法工程师,3-5年,本科,25k-50k,福利待遇优厚，发展前景广阔,科技金融,开发|测试|运维类,,人工智能,深圳
75,飞榴（上海）信息科技有限公司,飞榴科技,50-150人,A轮,浦东新区,资深算法研发工程师,3-5年,硕士,20k-40k,"蓝海业务,成长空间大,薪酬福利高,工作环境好","移动互联网,数据服务",开发|测试|运维类,"带薪年假,股票期权,绩效奖金,五险一金",后端开发,上海
76,飞榴（上海）信息科技有限公司,飞榴科技,50-150人,A轮,浦东新区,算法工程师（应届）,1年以下,本科,6k-11k,应届算法工程师,"移动互联网,数据服务",开发|测试|运维类,"带薪年假,股票期权,绩效奖金,五险一金",人工智能,上海
77,北京码上赢网络科技有限公司,马上赢,50-150人,A轮,朝阳区,资深算法工程师,3-5年,本科,30k-50k,大数据 供应链 运筹学,数据服务｜咨询,开发|测试|运维类,"弹性工作,五险一金,阿里系,牛人多",人工智能,北京
78,平安健康互联网股份有限公司上海分公司,平安健康,2000人以上,上市公司,浦东新区,算法工程师,3-5年,本科,23k-46k,发展前景好,在线医疗,开发|测试|运维类,"技能培训,节日礼物,带薪年假,定期体检",人工智能,上海
79,杭州惠合信息科技有限公司,惠合,50-150人,A轮,西湖区,AI算法工程师,1-3年,硕士,20k-30k,发展快，晋升空间大，氛围好，福利多,营销服务｜咨询,开发|测试|运维类,"领导好,绩效奖金,带薪年假,扁平管理",人工智能,杭州
80,杭州宇泛智能科技有限公司,Uni-Ubi,150-500人,B轮,余杭区,深度学习算法部署工程师,1-3年,本科,13k-24k,接触最前沿的人工智能芯片,智能硬件,开发|测试|运维类,"股票期权,带薪年假,定期体检,年度旅游",后端开发,杭州
81,杭州惠合信息科技有限公司,惠合,50-150人,A轮,西湖区,图像算法工程师/深度学习算法工程师,不限,硕士,13k-26k,发展快，晋升空间大，氛围好，福利多,营销服务｜咨询,开发|测试|运维类,"领导好,绩效奖金,带薪年假,扁平管理",人工智能,杭州
82,北京臻澄网络科技有限公司,冲顶,50-150人,C轮,朝阳区,推荐算法工程师,3-5年,本科,25k-50k,发展空间大,"游戏,社交平台",开发|测试|运维类,"移动互联网,五险一金,扁平管理,领导好",后端开发,北京
83,广东三维家信息科技有限公司,广东三维家信息科技有限公司,500-2000人,C轮,天河区,算法工程师,3-5年,本科,20k-40k,双休 年终奖 绩效奖 六险一金,"软件服务｜咨询,人工智能服务",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,美女多",人工智能,广州
84,鹏元征信有限公司,鹏元征信有限公司,150-500人,不需要融资,福田区,AI算法工程师,3-5年,本科,25k-45k,互联网氛围、技术创新、平台好,金融业,开发|测试|运维类,"节日礼物,绩效奖金,年度旅游,岗位晋升",人工智能,深圳
85,深圳市街角电子商务有限公司,AKULAKU,500-2000人,D轮及以上,南山区,深度学习算法工程师,3-5年,本科,20k-40k,未来可期,科技金融,开发|测试|运维类,"高速发展,扁平管理,弹性工作,带薪年假",人工智能,深圳
86,北京石头世纪科技股份有限公司,Roborock,500-2000人,上市公司,海淀区,机器人导航算法工程师,3-5年,本科,30k-50k,人工智能行业；,智能硬件,开发|测试|运维类,"技能培训,管理规范,定期体检,专项奖金",人工智能,北京
87,贝壳找房（北京）科技有限公司,贝壳,2000人以上,上市公司,海淀区,深度学习算法工程师,3-5年,本科,30k-60k,免费三餐 发展空间大,居住服务,开发|测试|运维类,"股票期权,带薪年假,绩效奖金,扁平管理",人工智能,北京
88,南京擎盾信息科技有限公司,南京擎盾,150-500人,B轮,福田区,算法工程师,1-3年,本科,16k-30k,五险一金 周末双休 交通便利 氛围好,移动互联网,开发|测试|运维类,"带薪年假,定期体检,绩效奖金,股票期权",人工智能,深圳
89,南京擎盾信息科技有限公司,南京擎盾,150-500人,B轮,福田区,算法工程师,1-3年,本科,12k-20k,五险一金 周末双休 交通便利 氛围好,移动互联网,开发|测试|运维类,"带薪年假,定期体检,绩效奖金,股票期权",人工智能,深圳
90,跨越速运集团有限公司,跨越速运,2000人以上,不需要融资,朝阳区,算法工程师,3-5年,不限,20k-40k,地图 物流,物流｜运输,开发|测试|运维类,"免费班车,带薪年假,管理规范,领导好",人工智能,北京
91,深圳市海柔创新科技有限公司,海柔创新,150-500人,A轮,宝安区,算法工程师,3-5年,硕士,15k-30k,产品项目好，技术领先，团队年轻,智能硬件,开发|测试|运维类,"产品导向,产品型团队,客户导向,工程师文化",人工智能,深圳
92,上海纸上绝知智能科技有限公司,Gostudy,15-50人,A轮,浦东新区,深度学习算法工程师,不限,硕士,20k-40k,机器学习，深度学习，图像算法,人工智能服务,开发|测试|运维类,"绩效奖金,股票期权,带薪年假,午餐补助",人工智能,上海
93,爱笔（北京）智能科技有限公司,Aibee,500-2000人,A轮,海淀区,资深算法工程师,不限,不限,20k-40k,人工智能 上升空间 弹性工作制 薪酬激励计划,人工智能服务,开发|测试|运维类,"国际化团队,计算机视觉,语音识别,自然语言理解",人工智能,北京
94,爱笔（北京）智能科技有限公司,Aibee,500-2000人,A轮,海淀区,算法工程师-机器学习团队,3-5年,硕士,20k-40k,人工智能 上升空间 弹性工作制 薪酬激励计划,人工智能服务,开发|测试|运维类,"国际化团队,计算机视觉,语音识别,自然语言理解",后端开发,北京
95,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,图像（人脸、OCR）识别算法工程师,不限,硕士,25k-45k,年终奖丰厚 ，硕博占比高，千万级项目多,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",人工智能,北京
96,深圳深知未来智能有限公司,深知未来,15-50人,A轮,宝安区,深度学习算法工程师,1-3年,本科,15k-30k,工作氛围好 发展空间大,其他,开发|测试|运维类,"带薪年假,定期体检,扁平管理",人工智能,深圳
97,深圳深知未来智能有限公司,深知未来,15-50人,A轮,宝安区,深度学习算法工程师,1-3年,本科,15k-30k,公司大牛多，工作氛围好， 发展空间大。,其他,开发|测试|运维类,"带薪年假,定期体检,扁平管理",人工智能,深圳
98,上海识装信息科技有限公司,得物App,500-2000人,B轮,杨浦区,NLP算法工程师-,3-5年,本科,30k-50k,年终奖金+季度奖金+好心情+福利多多,电商平台,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,节日礼物",人工智能,上海
99,百度时代网络技术（北京）有限公司,百度,2000人以上,上市公司,海淀区,算法工程师,1-3年,硕士,18k-30k,重点业务、绩效奖金、各种福利,工具,开发|测试|运维类,"节日礼物,技能培训,免费班车,绩效奖金",人工智能,北京
100,上海识装信息科技有限公司,得物App,500-2000人,B轮,杨浦区,算法工程师（设备指纹）,3-5年,本科,25k-45k,年终奖金+季度奖金+好心情+福利多多,电商平台,开发|测试|运维类,"绩效奖金,带薪年假,定期体检,节日礼物",人工智能,上海
101,百度在线网络技术（北京）有限公司,百度,2000人以上,上市公司,海淀区,对话推荐资深算法工程师,3-5年,本科,35k-60k,业务发展前景广阔，优秀团队,"人工智能服务,信息检索,科技金融",开发|测试|运维类,"股票期权,弹性工作,五险一金,免费班车",人工智能,北京
102,梅卡曼德（北京）机器人科技有限公司,梅卡曼德,150-500人,B轮,海淀区,深度学习算法工程师,不限,本科,18k-36k,人工智能领域，知名公司投资,智能硬件,开发|测试|运维类,"股票期权,午餐补助,扁平管理,技能培训",人工智能,北京
103,北京格灵深瞳信息技术股份有限公司,格灵深瞳,150-500人,D轮及以上,海淀区,深度学习算法工程师,不限,硕士,20k-40k,弹性双休 六险一金,人工智能服务,开发|测试|运维类,"技能培训,节日礼物,玩乐项目多,岗位晋升",人工智能,北京
104,武汉未来科技城人才企业发展服务有限公司,未来科技城,50-150人,不需要融资,江岸区,算法工程师,1-3年,硕士,15k-25k,五险一金、周末双休，餐补，年终奖,"物联网,制造业",开发|测试|运维类,,人工智能,武汉
105,北京群鲜荟萃科技有限公司,北京群鲜荟萃科技有限公司,2000人以上,C轮,朝阳区,算法工程师,3-5年,本科,30k-50k,福利待遇优厚，项目前景好,不限,开发|测试|运维类,"弹性工作,领导好,帅哥多,扁平管理",后端开发,北京
106,北京航天宏图信息技术股份有限公司,北京航天宏图,500-2000人,D轮及以上,海淀区,深度学习算法工程师,5-10年,硕士,20k-35k,五险一金；团建活动；餐补；各种补贴,"移动互联网,其他",开发|测试|运维类,,人工智能,北京
