,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
155,科加诺智能系统（上海）有限公司,科加诺－上海,50-150人,未融资,浦东新区,数据库工程师,3-5年,不限,12k-20k,弹性工作 五险一金，绩效奖金，员工旅游,"数据服务｜咨询,软件服务｜咨询",开发|测试|运维类,"带薪年假,领导好,帅哥多,技能培训",数据开发,上海
156,深圳市钻木信息技术有限公司,钻木信息,15-50人,天使轮,龙华新区,数据库工程师,3-5年,本科,12k-18k,团队氛围年轻活力，公司前景无限，大牛带队,社交平台,开发|测试|运维类,"股票期权,绩效奖金,交通补助,扁平管理",运维,深圳
157,上海爱信诺航天信息有限公司,上海爱信诺航天信息有限公司,150-500人,上市公司,徐汇区,DBA工程师,在校/应届,本科,4k-5k,氛围好，透明的晋升通道，扁平化管理,"移动互联网,金融",开发|测试|运维类,"绩效奖金,交通补助,定期体检,午餐补助",运维,上海
158,彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,天河区,DBA数据库管理,3-5年,大专,15k-25k,双休，朝九晚六，五险一金，年终奖，下午茶,软件服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,年度旅游,岗位晋升",运维,广州
159,广州小鹏汽车科技有限公司,小鹏汽车,2000人以上,上市公司,天河区,数据库管理工程师DBA,在校/应届,本科,12k-24k,智能汽车；数据驱动；美股上市；全球化布局,"制造业,智能硬件",开发|测试|运维类,"年底双薪,专项奖金,绩效奖金,股票期权",运维,广州
160,深圳市领星网络科技有限公司,领星,150-500人,A轮,南山区,DBA数据库开发工程师 (MJ000056),不限,本科,20k-40k,福利待遇好 公司上升期,"软件服务｜咨询,数据服务｜咨询",开发|测试|运维类,"五险一金,年终奖,股票期权,定期体检",运维,深圳
161,HBtech Trade Limited,火币网,2000人以上,不需要融资,南山区,高级DBA工程师,5-10年,本科,20k-35k,六险一金，餐补，话费补，通讯补，定期团建等,区块链,开发|测试|运维类,"红杉资本,实现跨境支付,优秀指导人,自由货币",运维,深圳
162,国美金控投资有限公司,国美金控,2000人以上,未融资,朝阳区,dba,3-5年,大专,20k-30k,优秀团队,科技金融,开发|测试|运维类,"岗位晋升,扁平管理,五险一金,互联网金融",运维,北京
163,北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,朝阳区,DBA,不限,本科,30k-60k,五一9天假、7000元旅游津贴、大牛团队,在线教育,开发|测试|运维类,"股票期权,年底双薪,五险一金,带薪年假",运维,北京
164,中海物业管理有限公司,中海物业,2000人以上,上市公司,南山区,dba,5-10年,本科,20k-30k,发展前景广阔，团队氛围融洽,房地产｜建筑｜物业,开发|测试|运维类,"带薪年假,绩效奖金,岗位晋升,年度旅游",运维,深圳
165,成都玛尔斯科技有限公司,成都玛尔斯科技有限公司,150-500人,未融资,高新区,高级dba工程师,5-10年,本科,15k-30k,税后薪资，年底双薪，绩效奖金,IT技术服务｜咨询,开发|测试|运维类,,运维,成都
166,上海时溪信息技术有限公司,时溪信息,50-150人,未融资,浦东新区,数据库开发工程师,1-3年,本科,11k-20k,大平台 领导nice,IT技术服务｜咨询,开发|测试|运维类,,数据开发,上海
167,河北钢谷物联科技股份有限公司,钢谷物联,150-500人,不需要融资,迁安市,dba工程师,1-3年,大专,4k-8k,五险一金,"软件服务｜咨询,IT技术服务｜咨询,物联网",开发|测试|运维类,,运维,唐山
168,慧科讯业（北京）网络科技有限公司,慧科讯业,500-2000人,未融资,朝阳区,高级数据库管理员(Senior DBA),5-10年,本科,15k-30k,五险一金 周末双休 优秀团队,内容资讯,开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",运维,北京
169,深圳市燊森技术服务有限公司,燊森技术,50-150人,不需要融资,南山区,数据库管理DBA,5-10年,本科,20k-40k,扁平化，加班少，福利好，团队氛围好,科技金融,开发|测试|运维类,"年底双薪,节日礼物,绩效奖金,年度旅游",运维,深圳
170,上海亦辉信息科技有限公司,亦辉科技,少于15人,未融资,闵行区,DBA高级工程师,5-10年,本科,25k-50k,互联网金融,数据服务,开发|测试|运维类,,运维,上海
171,深圳市街角电子商务有限公司,AKULAKU,500-2000人,D轮及以上,南山区,资深/高级DBA,5-10年,不限,20k-40k,未来可期,科技金融,开发|测试|运维类,"高速发展,扁平管理,弹性工作,带薪年假",运维,深圳
172,深圳市德科信息技术有限公司,德科信息,2000人以上,不需要融资,天河区,数据库开发工程师,1-3年,本科,7k-9k,包三餐+公积金基数按薪资全额的7%买,物联网,开发|测试|运维类,"股票期权,帅哥多,领导好,技能培训",数据开发,广州
173,安克创新科技股份有限公司,Anker,500-2000人,不需要融资,岳麓区,资深DBA工程师,5-10年,本科,15k-25k,五险一金、年终奖金、长期激励、免费三餐、班车,智能硬件,开发|测试|运维类,"股票期权,带薪年假,定期体检,年底多薪",运维,长沙
174,安克创新科技股份有限公司,Anker,500-2000人,不需要融资,南山区,高级dba,3-5年,本科,15k-22k,公司平台，职业发展,智能硬件,开发|测试|运维类,"股票期权,带薪年假,定期体检,年底多薪",运维,深圳
175,北京闲徕互娱网络科技有限公司,闲徕互娱,150-500人,不需要融资,朝阳区,mysql DBA工程师,3-5年,本科,15k-30k,"六险一金,绩效奖金,健身房,下午茶",游戏,开发|测试|运维类,"股票期权,带薪年假,专项奖金,绩效奖金",运维,北京
176,广州市双照电子科技有限公司,双照科技,150-500人,不需要融资,南山区,DBA工程师,3-5年,本科,15k-30k,周末双休、五险一金、带薪年假、年度体检,"数据服务｜咨询,人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,运维,深圳
177,广州市双照电子科技有限公司,双照科技,150-500人,不需要融资,南山区,数据库工程师,3-5年,本科,15k-20k,周末双休、五险一金、带薪年假、年度体检,"数据服务｜咨询,人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,运维,深圳
178,贝壳金科控股有限公司,贝壳金服,500-2000人,不需要融资,海淀区,资深数据库工程师,5-10年,本科,21k-39k,五险一金带薪年假弹性工作 补充医疗保险,科技金融,开发|测试|运维类,"专项奖金,年终分红,定期体检,绩效奖金",运维,北京
179,北京一零跃动网络信息技术有限公司,一零跃动,500-2000人,不需要融资,朝阳区,DBA,3-5年,本科,20k-25k,技术成长快 ，氛围好,"数据服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"年底双薪,午餐补助,定期体检,弹性工作",运维,北京
180,深圳市云房网络科技有限公司,Q房网,500-2000人,上市公司,南山区,DBA,5-10年,大专,15k-25k,大牛指导、晋升空间大、团队氛围轻松愉快,居住服务,开发|测试|运维类,"五险一金,交通补助,岗位晋升,技能培训",运维,深圳
181,成都思瑞奇信息产业有限公司,思瑞奇,50-150人,未融资,高新区,dba工程师,1-3年,本科,4k-8k,弹性工作；各类补贴；五险一金；年底13薪；团建,IT技术服务｜咨询,开发|测试|运维类,,运维,成都
182,广州市新文溯科技有限公司,新文溯科技,15-50人,不需要融资,番禺区,DBA工程师,1-3年,本科,8k-15k,五险一金 周末双休 优质客户,企业服务,开发|测试|运维类,"五险一金,领导好,扁平管理,带薪年假",运维,广州
183,上海二三四五网络科技有限公司,2345.com,500-2000人,上市公司,浦东新区,DBA工程师(J12394),5-10年,本科,25k-40k,周末双休 年终奖丰厚 晋升空间大,"人工智能服务,IT技术服务｜咨询",开发|测试|运维类,"鼓励内部创业,互联网百强,亿万用户,提倡男女恋爱",运维,上海
184,广州华资软件技术有限公司,华资软件,500-2000人,上市公司,天河区,数据库运维工程师,1-3年,本科,8k-10k,六险一金，福利好，大平台，大项目,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"培训伴你始终,入户广州,国内外旅游,专业机构体检",运维,广州
185,拼途（北京）信息技术有限公司,嘀嗒出行,150-500人,D轮及以上,朝阳区,数据库工程师/DBA/MySQL,3-5年,本科,16k-30k,发展空间大,旅游｜出行,开发|测试|运维类,"绩效奖金,年底双薪,交通补助,管理规范",运维,北京
186,创而新（北京）教育科技有限公司,创而新（北京）教育科技有限公司,150-500人,不需要融资,海淀区,数据库开发工程师,不限,本科,10k-20k,五险一金 绩效奖励 加班补助 餐补,"人工智能服务,工具类产品,在线教育",开发|测试|运维类,"午餐补助,定期体检,绩效奖金,五险一金",数据开发,北京
187,北京每日优鲜电子商务有限公司,每日优鲜,2000人以上,D轮及以上,朝阳区,高级DBA工程师,3-5年,本科,25k-45k,绩效奖金 股票期权 节日福利,电商平台,开发|测试|运维类,"六险一金,股票期权,快速晋升,年度体检",运维,北京
188,杭州丈浔科技有限公司,丈浔科技,50-150人,未融资,江干区,数据库开发工程师,3-5年,本科,10k-20k,五险一金节日福利生日福利年终奖餐补,"移动互联网,数据服务",开发|测试|运维类,"技能培训,专项奖金,带薪年假,绩效奖金",数据开发,杭州
189,金蝶软件（中国）有限公司,金蝶,2000人以上,上市公司,岳麓区,DBA数据库工程师,3-5年,本科,10k-20k,paas平台、上市企业,软件服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,技能培训,岗位晋升",运维,长沙
190,武汉斗鱼网络科技有限公司,斗鱼直播,2000人以上,上市公司,洪山区,【2021秋招】DBA工程师（武汉） (MJ000648),在校/应届,本科,10k-20k,福利待遇好，发展空间大,MCN｜直播平台,开发|测试|运维类,"技能培训,绩效奖金,年度旅游,管理规范",数据开发,武汉
191,上海诺祺科技有限公司,上海诺祺科技,150-500人,不需要融资,萧山区,etl datastage 数据库工程师,1-3年,本科,7k-14k,银行业务、地铁旁、带薪年假、旅游、活动,金融,开发|测试|运维类,"年底双薪,五险一金,带薪年假,通讯津贴",数据开发,杭州
192,宝利信通（北京）软件股份有限公司,宝利软件,150-500人,上市公司,海淀区,数据库备份技术支持工程师,1-3年,大专,7k-12k,入职当月缴纳社保,"移动互联网,企业服务",开发|测试|运维类,,运维,北京
193,北京腾云天下科技有限公司,TalkingData,500-2000人,C轮,东城区,DBA工程师(J10439),3-5年,本科,15k-30k,大数据独角兽公司 福利好 老板专业,数据服务｜咨询,开发|测试|运维类,"精英团队,扁平管理,海量数据,弹性工作",运维,北京
194,广东融合通信股份有限公司,融合通信,150-500人,上市公司,美兰区,数据库运维工程师,1-3年,本科,6k-10k,"五险一金 ,双休.....","软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,运维,海口
195,深圳市巨沃科技有限公司,巨沃科技,150-500人,未融资,东湖新技术开发区,mysql dba,5-10年,本科,15k-20k,五险一金，员工旅游，周末双休，定期体检,"移动互联网,企业服务",开发|测试|运维类,"带薪年假,定期体检,年度旅游,节日礼物",运维,武汉
196,上海艾融软件股份有限公司,艾融股份,500-2000人,上市公司,浦东新区,中高级数据库开发工程师,3-5年,本科,15k-20k,周末双休，一年多次调薪机会，季度奖金,软件服务｜咨询,开发|测试|运维类,"互联网金融,股票期权,顶级银行工程,技术大牛",数据开发,上海
197,广东盛迪嘉电子商务股份有限公司,盛迪嘉支付,500-2000人,不需要融资,南山区,数据库开发工程师,3-5年,本科,15k-30k,公司平台好 发展前景大,科技金融,开发|测试|运维类,"年底双薪,带薪年假,绩效奖金,交通补助",数据开发,深圳
198,广东快乐种子科技有限公司,快乐种子,2000人以上,B轮,徐汇区,DBA运维开发,5-10年,本科,18k-30k,发展前景好,在线教育,开发|测试|运维类,"专项奖金,股票期权,绩效奖金,带薪年假",运维,上海
199,北京万里开源软件有限公司,万里开源,150-500人,不需要融资,朝阳区,数据库运维DBA,3-5年,本科,15k-25k,五险一金，双休，经常组织团建,数据服务｜咨询,开发|测试|运维类,"专项奖金,程序猿占八成,弹性工作,高薪无节操",运维,北京
200,北京偶数科技有限公司,偶数科技,50-150人,B轮,海淀区,数据库开发工程师,1-3年,本科,20k-40k,年底双薪 平台好 发展空间大,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"年底双薪,交通补助,带薪年假,扁平管理",数据开发,北京
201,广州市易杰数码科技有限公司,易杰,150-500人,上市公司,天河区,数据库工程师--联通沃音乐,3-5年,本科,10k-20k,高温补贴 餐补 节假日补贴 平台大,"IT技术服务｜咨询,网络通信",开发|测试|运维类,"绩效奖金,专项奖金,年底双薪,五险一金",运维,广州
202,华世界科技（深圳）有限公司,华世界,150-500人,未融资,龙岗区,dba工程师,5-10年,大专,20k-25k,自研平台 大牛团队 扁平化管理,电商平台,开发|测试|运维类,,运维,深圳
203,百融云创科技股份有限公司,百融云创,500-2000人,C轮,朝阳区,资深DBA工程师 (MJ000175),5-10年,本科,20k-30k,"年底双薪,年度旅游,带薪年假,绩效奖励","科技金融,人工智能服务",开发|测试|运维类,"技能培训,股票期权,带薪年假,定期体检",运维,北京
204,浙江顺联网络科技有限公司,顺联动力,150-500人,不需要融资,滨江区,运维工程师(DBA方向),5-10年,大专,20k-30k,"带薪年假,绩效考核，节假日福利，加班补助",新零售,开发|测试|运维类,"年终分红,绩效奖金,定期体检,年底双薪",运维,杭州
205,广州摩翼信息科技有限公司,翼课网,500-2000人,不需要融资,大兴区,高级DBA,3-5年,本科,18k-30k,周末双休、餐补水果、法定假日、年终奖,在线教育,开发|测试|运维类,"节日礼物,在线教育,岗位晋升,五险一金",运维,北京
206,上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,DBA工程师（北京）,3-5年,本科,20k-40k,团队好,音频｜视频媒体,开发|测试|运维类,"明星直播,男女1:1,带薪年假,扁平管理",运维,北京
207,杭州迪火科技有限公司,二维火,500-2000人,B轮,拱墅区,资深DBA,3-5年,本科,18k-30k,发展前景广阔、薪资待遇可谈,消费生活,开发|测试|运维类,"股票期权,BAT技术,年度旅游,五险一金",运维,杭州
208,百安居（中国）投资有限公司,百安居,2000人以上,不需要融资,浦东新区,DBA专家,5-10年,大专,30k-50k,五险一金、节日福利、年假、年度体检、团队活动,"批发｜零售,贸易｜进出口",开发|测试|运维类,"股票期权,专项奖金,年终分红,新零售风口",运维,上海
209,上海数禾信息科技有限公司,还呗-智能信贷领先者,500-2000人,B轮,浦东新区,MySQL DBA,3-5年,本科,20k-30k,"公司平台好,福利待遇优",科技金融,开发|测试|运维类,"股票期权,通讯津贴,交通补助,午餐补助",运维,上海
210,北京新数科技有限公司,新数科技,150-500人,A轮,朝阳区,数据库管理员/DBA,1-3年,本科,10k-20k,核心产品开发，行业前景好，上升机会多,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",运维,北京
211,广州富米科技有限公司,一手,500-2000人,C轮,荔湾区,高级dba,5-10年,本科,20k-30k,电商,电商平台,开发|测试|运维类,"节日礼物,团队靠谱,活动多多,相当民主",运维,广州
212,北京新数科技有限公司,新数科技,150-500人,A轮,南山区,数据库管理员/DBA,1-3年,本科,10k-20k,核心产品开发，行业前景好，上升机会多,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",运维,深圳
213,深圳微米信息服务有限公司,WIMI LENDING++,50-150人,B轮,南山区,高级数据库工程师（MySQL架构师）,5-10年,本科,20k-40k,晋升空间大 牛人聚集地 期权股权,人工智能服务,开发|测试|运维类,"股票期权,定期体检,绩效奖金,专项奖金",运维,深圳
214,北京人民在线网络有限公司,人民在线,150-500人,不需要融资,朝阳区,数据库运维工程师,不限,本科,20k-30k,五险一金；补充医疗；年终奖,数据服务｜咨询,开发|测试|运维类,"年底双薪,专项奖金,绩效奖金,带薪年假",运维,北京
215,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,灞桥区,数据库开发工程师,3-5年,本科,9k-14k,"双休,五险一金,加班补贴,餐费补贴",科技金融,开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",数据开发,西安
216,贵阳高登世德金融科技有限公司,高登世德金融,50-150人,B轮,南山区,数据库开发工程师,1-3年,本科,10k-15k,"五险一金,周末双休,扁平管理,金融科技","软件服务｜咨询,科技金融",开发/测试/运维类,"带薪年假,弹性工作,扁平管理,管理规范",软件开发,深圳
217,北京快跑信息科技有限公司,小猪,500-2000人,D轮及以上,海淀区,DBA,3-5年,本科,20k-30k,六险一金 餐补 带薪年假,"居住服务,旅游｜出行",开发|测试|运维类,"岗位晋升,领导好,管理规范,带薪年假",运维,北京
218,广州睿帆科技有限公司,睿帆科技,15-50人,A轮,朝阳区,数据库应用开发工程师,3-5年,本科,15k-20k,发展空间大,"人工智能服务,数据服务｜咨询",开发|测试|运维类,,数据开发,北京
219,中科驭数（北京）科技有限公司,驭数科技,50-150人,A轮,海淀区,高级数据库开发工程师,5-10年,硕士,20k-40k,五险一金、股票期权、免费零食、定期团建,"移动互联网,数据服务",开发|测试|运维类,"带薪年假,交通补助,午餐补助,绩效奖金",后端开发,北京
220,北京人大金仓信息技术股份有限公司,人大金仓,150-500人,不需要融资,高新区,C/C++数据库研发工程师（接口）,不限,本科,9k-18k,"六险一金,带薪年假,餐补交补，定期体检",数据服务｜咨询,开发|测试|运维类,"技能培训,节日礼物,带薪年假,绩效奖金",后端开发,成都
221,奥解思信息科技（上海）有限公司,奥解思,500-2000人,上市公司,浦东新区,数据库运维工程师,3-5年,本科,15k-20k,美资投行，世界百强,"IT技术服务｜咨询,软件服务｜咨询",开发|测试|运维类,,运维,上海
222,杭州米加健康集团有限公司,米加健康,150-500人,不需要融资,西湖区,系统运维工程师-DBA方向 (MJ000064),不限,本科,12k-18k,医疗风口,"游戏,社交平台",开发|测试|运维类,"年终分红,绩效奖金,股票期权,五险一金",运维,杭州
223,北京才如大海科技有限公司,水滴 WATERDROP INC,2000人以上,D轮及以上,朝阳区,DBA (MJ001320),3-5年,本科,25k-50k,技术大咖 薪资优越 扁平管理,科技金融,开发|测试|运维类,"网络互助,五险一金,带薪年假,股票期权",运维,北京
224,北京才如大海科技有限公司,水滴 WATERDROP INC,2000人以上,D轮及以上,朝阳区,高级数据库研发工程师 (MJ001348),3-5年,本科,30k-60k,六险一金 周末双休 弹性工作,科技金融,开发|测试|运维类,"网络互助,五险一金,带薪年假,股票期权",运维,北京
225,深圳乐信软件技术有限公司,乐信,2000人以上,上市公司,南山区,dba,不限,本科,15k-25k,团队氛围好，发展空间大,科技金融,开发|测试|运维类,"年终分红,绩效奖金,专项奖金,年底双薪",运维,深圳
226,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,成华区,数据库开发工程师,1-3年,本科,9k-16k,发展前景大 平台好,科技金融,开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",数据开发,成都
227,广东亿迅科技有限公司,广东亿迅,2000人以上,不需要融资,海珠区,数据库开发工程师,1-3年,本科,8k-10k,国企 五险一金 周末双休,"软件服务｜咨询,IT技术服务｜咨询,网络通信",开发|测试|运维类,"技能培训,节日礼物,年底双薪,带薪年假",数据开发,广州
228,飞友科技有限公司,飞常准,500-2000人,不需要融资,蜀山区,数据库管理（DBA）,3-5年,本科,8k-16k,"六险一金,年终奖金,弹性工作,员工旅游假",工具类产品,开发|测试|运维类,"节日礼物,年度旅游,管理规范,五险一金",运维,合肥
229,飞友科技有限公司,飞常准,500-2000人,不需要融资,秦淮区,数据库管理（DBA）（南京）,3-5年,本科,9k-18k,"六险一金,年终奖金,弹性工作,员工旅游假",工具类产品,开发|测试|运维类,"节日礼物,年度旅游,管理规范,五险一金",运维,南京
230,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,长宁区,DBA(T000076),1-3年,本科,20k-40k,薪资高，奖金丰厚，包食宿，福利好,电商平台,开发|测试|运维类,"股票期权,专项奖金,弹性工作,扁平管理",运维,上海
231,北京颐顺太和软件科技有限公司,新东方,2000人以上,上市公司,海淀区,数据库工程师(J20427),5-10年,本科,20k-35k,核心业务，战略部门，发展空间大,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,,运维,北京
232,四川成享软件股份有限公司,成享软件,50-150人,上市公司,高新区,DB2数据库运维工程师,3-5年,本科,15k-20k,五险一金、额外商业险,软件服务｜咨询,开发|测试|运维类,"年底双薪,交通补助,带薪年假,通讯津贴",运维,成都
233,东云睿连（武汉）计算技术有限公司,东云睿连,15-50人,不需要融资,东湖新技术开发区,数据库系统工程师,1-3年,本科,10k-18k,五险一金 年终奖金 弹性工作,人工智能服务,开发|测试|运维类,"带薪年假,年底双薪,扁平管理,技能培训",数据开发,武汉
234,北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,朝阳区,数据库中间件研发工程师,3-5年,本科,30k-60k,教育行业领头羊，核心技术团队，福利待遇超好,在线教育,开发|测试|运维类,"股票期权,年底双薪,五险一金,带薪年假",后端开发,北京
235,顺丰速运有限公司,顺丰速运,2000人以上,上市公司,南山区,dba数据库工程师,不限,本科,25k-50k,顺丰大厂,物流｜运输,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,午餐补助",运维,深圳
236,上海招东信息科技有限公司,招东科技,50-150人,不需要融资,浦东新区,LKI-DBA,5-10年,本科,30k-60k,DBA,"科技金融,IT技术服务｜咨询",开发|测试|运维类,,运维,上海
237,北京高灵智腾信息科技有限公司,高灵智腾,50-150人,不需要融资,丰台区,DBA(J10688),3-5年,本科,15k-25k,氛围轻松愉快、有技术大咖,在线医疗,开发|测试|运维类,"午餐补助,定期体检,弹性工作,年度旅游",运维,北京
238,北京酷克数据科技有限公司,酷克数据,15-50人,A轮,朝阳区,数据库内核开发工程师,5-10年,本科,35k-50k,期权激励 弹性工作 技术大牛,数据服务｜咨询,开发|测试|运维类,,后端开发,北京
239,泰康在线财产保险股份有限公司,泰康在线,500-2000人,不需要融资,昌平区,dba数据库工程师,5-10年,本科,20k-40k,扁平化 加班少,金融业,开发|测试|运维类,"绩效奖金,带薪年假,交通补助,通讯津贴",运维,北京
240,上海波克城市网络科技股份有限公司,波克城市,150-500人,D轮及以上,普陀区,数据库工程师,1-3年,本科,15k-25k,打造一流的数据平台，挖掘数据本身价值，,移动互联网,开发|测试|运维类,,运维,上海
241,深圳联友科技有限公司,联友科技,500-2000人,不需要融资,花都区,数据库管理工程师（DBA）,3-5年,本科,15k-25k,薪资高 福利多 超长假期 发展空间大,"移动互联网,数据服务",开发|测试|运维类,"技能培训,专项奖金,带薪年假,绩效奖金",运维,广州
242,同方知网（北京）技术有限公司,知网,2000人以上,上市公司,海淀区,高级MYSQL DBA,3-5年,本科,20k-30k,免费早午餐+免费班车+五险两金+年终奖,"信息检索,工具类产品,内容社区",开发|测试|运维类,"美女多多,带薪年假,绩效奖金,岗位晋升",运维,北京
243,金蝶软件（中国）有限公司,金蝶,2000人以上,上市公司,岳麓区,数据库DBA,3-5年,本科,10k-16k,大平台发展机遇广福利待遇好团队氛围好,软件服务｜咨询,开发|测试|运维类,"年底双薪,节日礼物,技能培训,岗位晋升",运维,长沙
244,北京科迈网通讯技术有限公司,科迈,150-500人,未融资,西城区,数据库开发工程师,3-5年,本科,15k-18k,五险一金 13薪,"硬件,数据服务",开发|测试|运维类,"技能培训,节日礼物,年底双薪,岗位晋升",数据开发,北京
245,上海国泉科技有限公司,国泉科技,150-500人,不需要融资,蜀山区,dba,3-5年,大专,8k-15k,项目好,"通讯电子,软件开发",开发|测试|运维类,,运维,合肥
246,北京国都互联科技有限公司,国都互联,50-150人,上市公司,海淀区,数据库 管理员DBA,不限,本科,8k-15k,有发展前景，团队氛围好,"软件服务｜咨询,IT技术服务｜咨询",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,年度旅游",运维,北京
247,山东新希望六和集团有限公司,新希望六和,2000人以上,上市公司,锦江区,DBA工程师,5-10年,不限,15k-25k,发展前景 公司稳定,"批发｜零售,贸易｜进出口",开发|测试|运维类,,运维,成都
248,北京尔湾科技有限公司,尔湾科技,500-2000人,D轮及以上,朝阳区,DBA工程师,5-10年,本科,20k-35k,平台增速快 收获大,在线教育,开发|测试|运维类,"绩效奖金,弹性工作,领导好,技能培训",运维,北京
249,鸿鹄云飞科技（深圳）有限公司,百丽新零售,500-2000人,不需要融资,南山区,DBA,不限,本科,20k-40k,五险一金 年度旅游 免费健身房 带薪年假,新零售,开发|测试|运维类,"弹性工作,年度旅游,扁平管理,技能培训",运维,深圳
250,深圳市新国都股份有限公司,新国都,2000人以上,上市公司,南山区,DBA(MySQL),3-5年,本科,13k-20k,扁平化管理 周末双休 员工食堂 加班补助,科技金融,开发|测试|运维类,"绩效奖金,股票期权,年底双薪,专项奖金",运维,深圳
251,西安瑞蓝创软件科技有限公司,西安瑞蓝创软件科技有限公司,50-150人,未融资,高新技术产业开发区,数据库DBA,5-10年,本科,15k-16k,年终奖金 五险一金 双休 带薪年假 节日礼品,软件服务｜咨询,开发|测试|运维类,"定期体检,带薪年假,股票期权,节日福利",运维,西安
252,上海骊翰科技咨询有限公司,CB Insights CHINA,50-150人,A轮,朝阳区,数据库工程师,1-3年,本科,15k-20k,扁平化管理,IT技术服务｜咨询,开发|测试|运维类,,运维,北京
253,北京智众互动网络科技有限公司,智众互动,500-2000人,未融资,海淀区,DBA资深专家,5-10年,本科,30k-60k,一线互联网公司机会,智能硬件,开发|测试|运维类,"专项奖金,绩效奖金,带薪年假,美女多",运维,北京
254,北京联龙博通电子商务技术有限公司,联龙博通,2000人以上,D轮及以上,南山区,数据库开发工程师,3-5年,本科,12k-16k,福利待遇好 发展空间大,科技金融,开发|测试|运维类,"节日礼物,技能培训,带薪年假,绩效奖金",数据开发,深圳
255,北京金海群英网络信息技术有限公司,中国婚博会,500-2000人,不需要融资,下城区,dba工程师,5-10年,本科,30k-50k,弹性工作，周末双休，五险一金，绩效奖金,消费生活,开发|测试|运维类,"技能培训,岗位晋升,管理规范,帅哥多",运维,杭州
256,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,南山区,腾讯_高级数据库开发工程师,5-10年,本科,20k-35k,技术大牛；互联网大厂；高薪福利多,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",数据开发,深圳
257,腾讯科技（深圳）有限公司,腾讯,2000人以上,上市公司,高新区,22989-数据库平台高级工程师（成都/深圳）,5-10年,本科,20k-40k,如：发展前景等。,"游戏,社交媒体,音频｜视频媒体",开发|测试|运维类,"免费班车,成长空间,年度旅游,岗位晋升",后端开发,成都
258,众安在线财产保险股份有限公司,众安保险,2000人以上,上市公司,黄浦区,DBA,3-5年,本科,15k-25k,发展前景,科技金融,开发|测试|运维类,"定期体检,每天下午茶,六险一金,年度体检",数据开发,上海
259,顺丰速运有限公司,顺丰速运,2000人以上,上市公司,南山区,DBA数据库工程师,3-5年,本科,18k-30k,平台好 O2O,物流｜运输,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,午餐补助",运维,深圳
260,上海东福网络科技有限公司,东方福利网,500-2000人,不需要融资,长宁区,高级DBA工程师,3-5年,本科,20k-35k,发展前景好 团队实力强,电商平台,开发|测试|运维类,"带薪年假,美女多,五险一金,岗位晋升",运维,上海
261,玖富数科科技集团有限责任公司,玖富数科集团,2000人以上,上市公司,朝阳区,DBA（MySQL方向）,5-10年,本科,20k-35k,大平台 扁平管理 六险一金,科技金融,开发|测试|运维类,"绩效奖金,免费班车,五险一金,部门旅游",运维,北京
262,建信金融科技有限责任公司,建信金科,2000人以上,不需要融资,海淀区,数据库工程师,5-10年,本科,20k-35k,初创团队，福利高，发展广,科技金融,开发|测试|运维类,"绩效奖金,带薪年假,交通补助,通讯津贴",运维,北京
263,朗新科技集团股份有限公司,朗新科技,2000人以上,上市公司,和平区,DBA(J11490),3-5年,本科,10k-15k,福利好 上升空间大,软件服务｜咨询,开发|测试|运维类,"技能培训,年底双薪,带薪年假,岗位晋升",数据开发,天津
264,浙江每日互动网络科技股份有限公司,个推,500-2000人,上市公司,西湖区,DBA数据库工程师,3-5年,本科,15k-30k,A股上市 数据智能 16~18薪,数据服务｜咨询,开发|测试|运维类,"数据智能,上市公司,股票期权,年底双薪",运维,杭州
